state,parlimen,dun,total,male_18_20,female_18_20,male_21_29,female_21_29,male_30_39,female_30_39,male_40_49,female_40_49,male_50_59,female_50_59,male_60_69,female_60_69,male_70_79,female_70_79,male_80_89,female_80_89,male_90+,female_90+,votertype_regular,votertype_early_army,votertype_early_police,votertype_postal_overseas,total_ge14
Selangor,P.107 Sungai Buloh,N.38 Paya Jaras,70729,3526,3320,9992,9591,8067,7875,5562,5810,4482,4585,2683,2855,918,955,161,244,67,36,70120,576,19,14,40269
Selangor,P.107 Sungai Buloh,N.39 Kota Damansara,87361,4376,4020,11888,11142,8973,8623,7270,8156,6352,6513,3412,3440,1160,1317,269,361,43,46,85539,1281,512,29,50438
Selangor,P.108 Shah Alam,N.40 Kota Anggerik,90996,4590,4238,12313,11677,10031,9458,7355,7836,5546,5661,3839,4287,1635,1732,310,389,45,54,89186,54,1704,52,52282
Selangor,P.108 Shah Alam,N.41 Batu Tiga,74748,2425,2213,7766,7303,8566,8458,7054,7139,5463,5770,4051,4945,1503,1522,190,280,43,57,74738,0,0,10,55034
Selangor,P.109 Kapar,N.42 Meru,64367,2874,2937,9014,8702,7014,6918,5274,5721,4253,4467,2369,2568,805,992,148,231,38,42,63909,0,453,5,39091
Selangor,P.109 Kapar,N.43 Sementa,67782,2949,2882,9148,8571,7500,7312,5694,5818,4688,4766,2676,2872,1048,1204,219,336,54,45,67777,0,0,5,44516
Selangor,P.109 Kapar,N.44 Selat Klang,57220,2079,2011,6621,6364,6383,6062,4949,5088,4242,4442,2812,3051,1110,1340,214,344,52,56,57178,0,38,4,41376
Selangor,P.110 Klang,N.45 Bandar Baru Klang,82340,2193,2054,7837,7280,8065,7893,7437,7523,6340,6796,5427,5837,2579,3048,670,1028,138,195,82288,0,31,21,58017
Selangor,P.110 Klang,N.46 Pelabuhan Klang,50913,2218,1943,6133,5738,5301,5177,4858,4890,3850,3611,2170,2468,871,1098,185,296,69,37,50485,308,118,2,33809
Selangor,P.110 Klang,N.47 Pandamaran,75660,1658,1596,6090,5465,7131,6519,6930,6896,6507,6521,5558,6028,2928,3410,757,1138,273,255,74839,0,809,12,57522
Selangor,P.111 Kota Raja,N.48 Sentosa,88435,3865,3743,11986,11186,9967,10026,7417,8702,5292,6161,3121,3655,1229,1462,220,338,34,31,88419,0,0,16,51444
Selangor,P.111 Kota Raja,N.49 Sungai Kandis,76676,3546,3421,9845,9598,8324,8574,6465,6920,4945,5125,3139,3587,1210,1335,218,308,65,51,76663,0,0,13,50800
Selangor,P.111 Kota Raja,N.50 Kota Kemuning,79601,3971,3702,10588,10168,7588,7398,6984,7224,6226,6074,3266,3511,1072,1205,209,326,37,52,79541,0,37,23,46777
Selangor,P.112 Kuala Langat,N.51 Sijangkang,60902,2926,2694,7914,7515,6636,6716,5305,5547,3948,4085,2319,2550,866,1125,214,376,89,77,60868,0,30,4,39455
Selangor,P.112 Kuala Langat,N.52 Banting,44454,1428,1390,4700,4486,4998,4923,4300,4136,3120,3313,2328,2530,945,1112,229,411,59,46,44412,0,37,5,31006
Selangor,P.112 Kuala Langat,N.53 Morib,43281,1649,1499,5380,5015,5305,5033,3614,3610,2722,2927,1918,2157,789,1040,200,328,39,56,42258,710,310,3,31945
Selangor,P.113 Sepang,N.54 Tanjong Sepat,32114,1034,985,3537,3328,3550,3396,2920,2748,2498,2470,1665,1676,715,934,195,362,38,63,32105,0,7,2,24272
Selangor,P.113 Sepang,N.55 Dengkil,89739,5026,4654,12461,11766,9234,9392,7960,8345,5675,5450,3048,3337,1119,1404,296,413,80,79,89497,0,207,35,50466
Selangor,P.113 Sepang,N.56 Sungai Pelek,46186,1776,1837,5832,5422,5460,4880,3861,3965,3246,3230,2162,2148,772,922,206,348,58,61,44536,0,1636,14,29770
W.P. Kuala Lumpur,P.114 Kepong,P.114 Kepong,94285,2013,1891,7275,6750,7903,7370,8769,8411,9232,9035,7279,7382,3676,4375,1106,1465,119,234,93994,0,283,8,72696
W.P. Kuala Lumpur,P.115 Batu,P.115 Batu,113863,3336,3244,11945,11276,13546,12558,10108,9860,7881,8510,6328,7081,2633,3282,701,1139,232,203,110866,2219,759,19,76328
W.P. Kuala Lumpur,P.116 Wangsa Maju,P.116 Wangsa Maju,120323,3205,2974,12270,11100,14933,14015,10678,10676,8101,9556,6870,8145,2624,3344,602,978,119,133,117500,2450,342,31,88482
W.P. Kuala Lumpur,P.117 Segambut,P.117 Segambut,119652,3241,3156,11241,10739,12471,12298,10227,10787,8453,9557,7420,8691,3810,4359,1127,1463,302,310,119339,0,249,64,77956
W.P. Kuala Lumpur,P.118 Setiawangsa,P.118 Setiawangsa,95753,2663,2397,10562,9013,13553,11213,8586,8173,6493,7057,4966,5804,1817,2183,396,649,96,132,83599,9365,2750,39,72136
W.P. Kuala Lumpur,P.119 Titiwangsa,P.119 Titiwangsa,80747,2060,1813,7365,6717,8758,7972,6934,6838,6652,7135,5424,6048,2156,2834,608,924,288,221,78624,1810,295,18,61598
W.P. Kuala Lumpur,P.120 Bukit Bintang,P.120 Bukit Bintang,79782,1063,1002,4184,3522,5815,4569,6559,5932,8218,7319,8698,8065,4784,5009,1586,2035,834,588,77179,0,2594,9,69526
W.P. Kuala Lumpur,P.121 Lembah Pantai,P.121 Lembah Pantai,101828,2103,1982,8700,7406,13189,9680,9997,9288,8611,8259,6576,7019,2801,3673,885,1195,231,233,92036,46,9722,24,80346
W.P. Kuala Lumpur,P.122 Seputeh,P.122 Seputeh,124805,3226,3024,10786,10399,11446,10913,11380,11842,9996,11021,7845,9000,4466,5404,1453,1999,202,403,124374,0,401,30,86256
W.P. Kuala Lumpur,P.123 Cheras,P.123 Cheras,101184,1993,1846,7226,6688,8548,7849,9236,8851,9212,9453,8376,8909,4231,4942,1247,1930,263,384,100028,0,1141,15,78819
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,P.124 Bandar Tun Razak,119185,4025,3578,13440,12013,14061,13033,10809,11044,8514,9270,5531,6886,2411,3024,557,824,73,92,114154,4814,197,20,83650
W.P. Putrajaya,P.125 Putrajaya,P.125 Putrajaya,42881,1911,1660,4587,4420,6137,6583,4632,4756,2147,2235,1467,1720,293,274,25,32,1,1,41426,640,746,69,27306
Negeri Sembilan,P.126 Jelebu,N.01 Chennah,14561,351,320,1177,1033,1632,1426,1355,1237,1288,1114,946,1042,510,602,204,252,35,37,14535,0,26,0,12119
Negeri Sembilan,P.126 Jelebu,N.02 Pertang,12854,286,280,1042,1033,1565,1483,1438,1257,922,835,646,807,476,484,112,140,20,28,12840,0,13,1,10400
Negeri Sembilan,P.126 Jelebu,N.03 Sungai Lui,19115,443,461,1710,1592,2825,2634,2078,1907,791,805,900,1382,683,660,103,114,13,14,18615,0,499,1,15739
Negeri Sembilan,P.126 Jelebu,N.04 Klawang,13031,351,333,1274,1221,1339,1280,1148,1058,1029,983,864,845,341,505,149,226,36,49,12828,0,201,2,10264
Negeri Sembilan,P.127 Jempol,N.05 Serting,30248,784,744,3327,3257,4618,4657,1988,1956,1460,1961,1852,2026,672,570,127,198,23,28,29957,0,289,2,22146
Negeri Sembilan,P.127 Jempol,N.06 Palong,23546,475,452,2001,1986,3844,3830,2173,2055,546,885,1529,2185,854,645,49,34,3,0,23545,0,0,1,18170
Negeri Sembilan,P.127 Jempol,N.07 Jeram Padang,16284,489,478,1536,1572,1887,1936,1538,1613,985,1059,806,1056,469,592,99,123,26,20,16267,0,16,1,12337
Negeri Sembilan,P.127 Jempol,N.08 Bahau,25735,710,674,2471,2407,2690,2676,2187,2078,1965,1949,1632,1730,815,954,278,408,49,62,25650,0,85,0,19469
Negeri Sembilan,P.128 Seremban,N.09 Lenggeng,26993,960,935,3223,3263,2922,2824,1982,2059,2000,2060,1489,1500,525,721,158,277,44,51,26928,0,58,7,18636
Negeri Sembilan,P.128 Seremban,N.10 Nilai,41123,2034,1841,5305,5002,4123,3989,3605,3595,2908,2675,1874,1852,768,870,237,330,55,60,40716,33,365,9,24657
Negeri Sembilan,P.128 Seremban,N.11 Lobak,23264,424,426,1605,1568,2167,2122,2156,2106,1859,2039,1677,1929,903,1236,313,518,79,137,23259,0,0,5,19101
Negeri Sembilan,P.128 Seremban,N.12 Temiang,13121,224,229,980,763,1690,1116,1167,1056,1020,995,1044,1142,556,590,152,283,49,65,12082,0,1035,4,11184
Negeri Sembilan,P.128 Seremban,N.13 Sikamat,31821,1190,1162,3884,3780,3633,3669,2486,2737,1854,2128,1535,1789,713,823,174,202,33,29,31721,0,89,11,20799
Negeri Sembilan,P.128 Seremban,N.14 Ampangan,20922,548,516,2011,1873,2160,2071,1772,1759,1646,1734,1320,1548,551,796,183,326,58,50,20915,0,0,7,15791
Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,13299,388,346,1306,1358,1407,1336,1123,1057,980,1012,799,897,307,457,130,304,32,60,13296,0,0,3,10091
Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,10052,254,256,868,854,934,895,955,844,847,815,640,696,260,432,112,302,26,62,10026,0,26,0,8154
Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,9896,219,220,781,764,1170,1055,907,832,662,622,725,788,337,408,107,237,23,39,9892,0,0,4,8076
Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,17679,471,395,1727,1664,2032,1946,1412,1339,1287,1335,1122,1257,479,619,165,324,57,48,17360,0,317,2,13589
Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,12321,348,301,1161,1006,1221,1200,1170,1020,1043,1029,752,771,351,448,129,289,23,59,12301,0,19,1,9891
Negeri Sembilan,P.130 Rasah,N.20 Labu,29651,1454,1356,3992,3849,2917,2816,2255,2501,2162,2153,1341,1384,436,565,136,228,45,61,29632,0,12,7,17808
Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,45177,2041,1843,5696,5608,4401,4308,3390,3632,2814,3003,2373,2552,1213,1284,353,425,129,112,44530,0,635,12,26610
Negeri Sembilan,P.130 Rasah,N.22 Rahang,20359,304,264,1538,1181,2126,1866,1750,1817,1663,1576,1489,1682,942,1156,322,488,80,115,18685,1622,45,7,17084
Negeri Sembilan,P.130 Rasah,N.23 Mambau,28804,682,643,2675,2589,3242,3153,2679,2674,2086,2312,1577,2003,807,996,237,366,31,52,28775,0,23,6,20771
Negeri Sembilan,P.130 Rasah,N.24 Seremban Jaya,31905,1235,1102,3647,3726,3467,3495,2674,2903,2187,2343,1570,1689,594,733,193,273,27,47,31901,0,0,4,20565
Negeri Sembilan,P.131 Rembau,N.25 Paroi,59554,2759,2609,8466,8066,6516,6627,4268,4816,3506,4133,2663,2921,861,915,144,225,27,32,58658,736,144,16,36213
Negeri Sembilan,P.131 Rembau,N.26 Chembong,25376,902,854,2927,2968,2724,2638,1874,1981,1789,1955,1374,1505,488,747,164,358,53,75,25043,0,327,6,18116
Negeri Sembilan,P.131 Rembau,N.27 Rantau,32139,1114,1007,3610,3365,3679,3560,2963,2803,2231,2295,1612,1785,628,841,210,308,54,74,31138,970,27,4,20472
Negeri Sembilan,P.131 Rembau,N.28 Kota,16486,399,391,1406,1405,1799,1665,1432,1358,1351,1328,1026,1123,419,719,157,390,45,73,16469,0,13,4,13564
Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,15039,352,367,1298,1198,1581,1395,1542,1329,1304,1236,939,1016,457,589,149,232,28,27,15007,0,29,3,12083
Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,26466,965,904,3171,3042,2941,2805,2250,2359,1889,1912,1278,1330,533,660,148,213,30,36,26439,0,25,2,17298
Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,23184,1589,823,3511,2576,2950,2503,1700,1679,1400,1354,963,940,360,475,104,177,32,48,18604,4526,53,1,15821
Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,20387,444,425,2099,1743,2681,2608,1900,1824,1396,1405,1039,1193,525,639,153,220,43,50,18009,2333,43,2,15588
Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,19374,520,503,1908,1774,2047,1874,1643,1662,1319,1502,1356,1383,621,726,180,251,54,51,18999,0,370,5,14422
Negeri Sembilan,P.133 Tampin,N.34 Gemas,29346,652,649,3678,2673,4841,4388,2794,2456,1170,1231,1325,1767,688,671,127,174,34,28,24483,4828,35,0,22318
Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,24587,678,625,2368,2297,2737,2561,2348,2147,1949,1855,1290,1462,578,916,282,412,45,37,24555,0,29,3,18705
Negeri Sembilan,P.133 Tampin,N.36 Repah,27166,735,718,2898,2820,3157,2972,2262,2224,1824,2050,1611,1709,697,863,194,344,40,48,26837,0,328,1,19742
Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,14791,484,451,1541,1588,1593,1627,1382,1283,1057,1058,739,779,362,528,104,173,15,27,14775,0,15,1,11045
Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,14019,523,529,1773,1681,1479,1440,1108,1159,1020,1050,622,728,275,403,59,136,10,24,14016,0,0,3,10092
Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,15001,429,395,1769,1668,1679,1789,1113,1137,968,1168,832,896,328,447,112,220,28,23,14987,0,11,3,11211
Melaka,P.134 Masjid Tanah,N.04 Lendu,14262,482,443,1679,1555,1617,1620,1115,1149,900,1004,768,837,312,463,86,179,19,34,13983,235,44,0,10350
Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,11101,308,296,1087,1107,1126,1164,902,938,845,886,592,723,299,450,117,199,22,40,11082,0,18,1,8743
Melaka,P.135 Alor Gajah,N.06 Rembia,21894,789,744,2584,2553,2382,2457,1770,1817,1381,1551,1039,1291,488,641,138,218,20,31,21824,0,69,1,15636
Melaka,P.135 Alor Gajah,N.07 Gadek,16344,439,421,1614,1501,1673,1689,1230,1264,1181,1272,1006,1221,475,742,190,312,50,64,16300,0,44,0,12922
Melaka,P.135 Alor Gajah,N.08 Machap Jaya,15880,427,424,1557,1428,1804,1565,1415,1284,1369,1268,993,980,403,510,141,247,26,39,15497,0,383,0,12719
Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,19189,831,776,2312,2235,2049,2133,1679,1645,1261,1243,849,961,376,514,117,154,23,31,19142,23,22,2,13076
Melaka,P.135 Alor Gajah,N.10 Asahan,20004,554,514,1899,1892,2239,2207,1891,1819,1419,1455,1034,1181,559,756,214,292,35,44,19986,0,17,1,16011
Melaka,P.136 Tangga Batu,N.11 Sungai Udang,28257,818,670,5229,2639,5345,3960,2612,2259,1298,1212,708,779,248,291,66,100,7,16,18677,9570,9,1,22323
Melaka,P.136 Tangga Batu,N.12 Pantai Kundor,20174,599,571,2114,2033,2203,2228,1833,1797,1387,1461,1066,1228,522,676,147,249,26,34,20163,0,9,2,15686
Melaka,P.136 Tangga Batu,N.13 Paya Rumput,41144,2148,2064,5764,5766,4137,4391,3237,3440,2611,2692,1615,1668,587,645,132,200,13,34,41115,0,23,6,25038
Melaka,P.136 Tangga Batu,N.14 Kelebang,26423,798,760,2715,2588,2882,2861,2336,2297,1795,1926,1472,1659,776,952,204,315,37,50,26406,0,10,7,20166
Melaka,P.137 Hang Tuah Jaya,N.15 Pengkalan Batu,25559,630,587,2362,2272,2913,2902,2247,2254,1784,2045,1459,1835,738,963,189,297,37,45,25557,0,0,2,21182
Melaka,P.137 Hang Tuah Jaya,N.16 Ayer Keroh,36058,1264,1220,4293,3978,4202,4001,2862,2944,2380,2536,1912,2109,848,951,206,299,15,38,35160,0,890,8,25407
Melaka,P.137 Hang Tuah Jaya,N.17 Bukit Katil,33563,1115,1104,3684,3659,3794,3702,2843,3023,2152,2402,1698,1937,811,981,219,336,29,74,33263,269,27,4,25072
Melaka,P.137 Hang Tuah Jaya,N.18 Ayer Molek,23313,828,832,2835,2725,2589,2697,1864,1909,1540,1666,1128,1268,473,565,129,214,16,35,23296,0,15,2,17703
Melaka,P.138 Kota Melaka,N.19 Kesidang,52151,1779,1724,5895,5816,5699,5784,4521,4702,3445,3821,2594,2923,1203,1416,297,430,30,72,52116,0,26,9,37355
Melaka,P.138 Kota Melaka,N.20 Kota Laksamana,34949,586,537,2322,2175,2969,2880,3033,3086,2859,3083,2832,3234,1597,2025,532,904,121,174,34923,0,19,7,29952
Melaka,P.138 Kota Melaka,N.21 Duyong,24506,827,823,2781,2737,2634,2674,1948,1961,1619,1803,1379,1535,599,714,157,248,26,41,24501,0,0,5,18110
Melaka,P.138 Kota Melaka,N.22 Bandar Hilir,24421,340,341,1414,1273,2022,1843,2074,2069,2117,2152,2073,2311,1284,1634,428,735,136,175,23805,0,612,4,20990
Melaka,P.138 Kota Melaka,N.23 Telok Mas,28113,1000,960,3193,3203,3085,3101,2329,2409,1903,2011,1308,1597,642,847,188,255,41,41,28095,0,14,4,20441
Melaka,P.139 Jasin,N.24 Bemban,24689,824,766,2806,2769,2770,2747,2022,2086,1649,1809,1232,1351,549,724,203,305,36,41,24488,0,198,3,18393
Melaka,P.139 Jasin,N.25 Rim,17256,503,474,1742,1718,1745,1737,1379,1437,1359,1433,1060,1141,425,605,161,271,32,34,17244,0,10,2,13689
Melaka,P.139 Jasin,N.26 Serkam,20440,679,700,2337,2319,2210,2291,1804,1803,1378,1476,973,1092,454,585,98,188,15,38,20440,0,0,0,15748
Melaka,P.139 Jasin,N.27 Merlimau,18469,640,595,2076,2101,1971,1914,1493,1668,1343,1397,881,1047,374,577,130,214,20,28,18455,0,14,0,13810
Melaka,P.139 Jasin,N.28 Sungai Rambai,15354,530,452,1701,1676,1637,1653,1304,1318,1162,1145,753,829,337,466,103,229,20,39,15349,0,5,0,11792
Johor,P.140 Segamat,N.01 Buloh Kasap,28479,751,723,3006,2851,3637,3407,2369,2225,1816,1984,1757,1882,698,768,187,291,52,75,28467,0,10,2,21484
Johor,P.140 Segamat,N.02 Jementah,40881,951,910,3696,3398,4464,4105,3397,3177,3190,3136,2917,3078,1446,1635,438,733,97,113,40000,306,571,4,33866
Johor,P.141 Sekijang,N.03 Pemanis,29969,793,777,2847,2830,3461,3364,2793,2608,1970,2069,1744,2134,966,956,223,354,28,52,29967,0,0,2,22314
Johor,P.141 Sekijang,N.04 Kemelah,34012,1131,1121,3920,3856,4054,3965,3028,2884,2061,2196,1474,1851,901,951,213,340,24,42,34011,0,0,1,23282
Johor,P.142 Labis,N.05 Tenang,22560,520,572,2167,1918,2409,2380,2206,1945,1862,1825,1228,1351,652,838,229,357,43,58,22551,0,7,2,18398
Johor,P.142 Labis,N.06 Bekok,27286,678,620,2460,2386,2779,2741,2513,2248,2167,2105,1784,1902,976,1026,295,432,83,91,27251,0,34,1,21958
Johor,P.143 Pagoh,N.07 Bukit Kepong,37509,918,882,3557,3488,4429,4268,3129,2969,2763,2763,2491,2474,965,1119,383,698,86,127,37430,0,79,0,28992
Johor,P.143 Pagoh,N.08 Bukit Pasir,32430,1185,1038,3833,3641,3412,3381,2735,2731,2331,2307,1574,1711,713,907,269,521,52,89,32405,0,24,1,22520
Johor,P.144 Ledang,N.09 Gambir,29548,961,888,3110,2939,3006,3121,2564,2454,2274,2322,1624,1643,742,991,312,475,49,73,29509,0,37,2,22726
Johor,P.144 Ledang,N.10 Tangkak,35887,1128,1105,3782,3657,3780,3709,3049,3027,2609,2667,2050,2109,1039,1241,314,489,55,77,35590,0,294,3,26354
Johor,P.144 Ledang,N.11 Serom,39142,1238,1134,4268,4343,4274,4276,3182,3125,2792,2879,2107,2282,926,1204,338,606,63,105,39110,0,27,5,28394
Johor,P.145 Bakri,N.12 Bentayan,34571,717,681,2697,2523,3132,3120,2993,2861,2814,2862,2590,2860,1374,1753,504,798,132,160,34559,0,12,0,27856
Johor,P.145 Bakri,N.13 Simpang Jeram,40197,1384,1230,4701,4596,4589,4620,3489,3487,2491,2819,1862,2193,872,1155,244,378,26,61,40191,0,0,6,28193
Johor,P.145 Bakri,N.14 Bukit Naning,22567,628,528,2251,2151,2537,2218,2142,1949,1864,1854,1315,1332,531,683,176,335,28,45,21658,0,905,4,17834
Johor,P.146 Muar,N.15 Maharani,38750,1203,1094,4178,3937,4283,4097,3274,3205,2751,2729,2132,2389,1006,1313,339,594,83,143,38199,0,543,8,27900
Johor,P.146 Muar,N.16 Sungai Balang,30175,846,894,3269,3049,3180,3321,2672,2505,2217,2143,1643,1713,756,1023,274,489,67,114,30154,0,20,1,22943
Johor,P.147 Parit Sulong,N.17 Semerah,46652,1299,1282,4473,4474,4461,4407,3687,3701,3809,3855,3042,3220,1459,1831,490,863,133,166,46640,0,11,1,35557
Johor,P.147 Parit Sulong,N.18 Sri Medan,32832,1056,1031,3640,3617,3504,3494,2742,2755,2514,2527,1691,1697,709,960,262,505,57,71,32794,0,32,6,24052
Johor,P.148 Ayer Hitam,N.19 Yong Peng,33186,1047,946,3431,3361,3498,3391,2928,2767,2589,2520,1967,1962,868,1056,313,432,44,66,33147,0,36,3,24903
Johor,P.148 Ayer Hitam,N.20 Semarang,27855,951,903,3021,3086,3018,2858,2372,2384,2165,2170,1397,1446,610,814,198,362,35,65,27841,0,12,2,21254
Johor,P.149 Sri Gading,N.21 Parit Yaani,42267,1674,1477,5371,5319,4708,4573,3540,3524,2733,2977,1891,2048,701,943,275,427,21,65,42245,0,13,9,26635
Johor,P.149 Sri Gading,N.22 Parit Raja,36335,1315,1303,4451,4141,3507,3621,2887,2884,2806,2837,1878,1984,808,1024,300,464,48,77,36245,54,29,7,25484
Johor,P.150 Batu Pahat,N.23 Penggaram,69241,1819,1689,6860,6625,7599,7369,6004,6006,4996,5383,3847,4537,2030,2582,642,993,92,168,68811,0,411,19,49750
Johor,P.150 Batu Pahat,N.24 Senggarang,37547,1268,1133,4309,3882,4063,3903,3222,3053,2874,2787,2038,1930,905,1174,291,533,66,116,36844,676,20,7,27587
Johor,P.150 Batu Pahat,N.25 Rengit,27122,830,814,2773,2787,3030,2932,2211,2184,1999,2024,1388,1524,746,1054,267,402,69,88,27100,0,15,7,21206
Johor,P.151 Simpang Renggam,N.26 Machap,33941,1159,1089,3890,3858,3780,3792,2762,2731,2461,2500,1727,1767,718,932,288,384,34,69,33914,0,25,2,24156
Johor,P.151 Simpang Renggam,N.27 Layang-Layang,25092,640,607,2461,2335,2997,2568,2238,2041,1910,1940,1417,1572,708,906,263,343,66,80,24396,0,694,2,19842
Johor,P.152 Kluang,N.28 Mengkibol,66589,1923,1741,6764,6472,6697,6641,5718,5426,4752,5120,4273,4504,2222,2443,702,887,133,171,66531,0,46,12,48365
Johor,P.152 Kluang,N.29 Mahkota,65753,2022,1765,7960,6928,8262,7796,5498,5422,4299,4534,3101,3581,1552,1778,421,626,87,121,60336,5032,369,16,48550
Johor,P.153 Sembrong,N.30 Paloh,25646,637,574,2220,2195,2931,2651,2366,2264,1942,1923,1670,1731,838,951,259,359,64,71,25612,0,31,3,21399
Johor,P.153 Sembrong,N.31 Kahang,29336,778,697,2961,2919,3977,4107,2535,2383,1567,1672,1807,1993,889,693,129,173,20,36,29319,0,13,4,22738
Johor,P.154 Mersing,N.32 Endau,27993,933,879,3067,3153,3336,3180,2261,2207,2009,2065,1519,1470,608,746,163,293,44,60,27959,0,30,4,19538
Johor,P.154 Mersing,N.33 Tenggaroh,38282,930,883,3967,3580,6070,5699,3350,2970,1630,1826,2264,2664,1095,865,139,234,54,62,36630,1386,266,0,28638
Johor,P.155 Tenggara,N.34 Panti,38758,1476,1482,4562,4550,4638,4658,3656,3670,2243,2404,1418,1804,919,916,159,175,14,14,38674,0,80,4,25751
Johor,P.155 Tenggara,N.35 Pasir Raja,28536,1097,979,3772,3311,3343,3066,2331,2336,2100,2120,1233,1226,399,587,170,385,37,44,26581,1936,14,5,18998
Johor,P.156 Kota Tinggi,N.36 Sedili,28674,754,753,2791,2695,4142,3963,2820,2645,1475,1551,1321,1676,886,866,147,138,32,19,28661,0,13,0,21456
Johor,P.156 Kota Tinggi,N.37 Johor Lama,32617,791,804,2940,2776,4073,3926,3323,2982,2103,2163,1726,1975,1063,1253,301,296,55,67,32230,0,386,1,25221
Johor,P.157 Pengerang,N.38 Penawar,30101,905,921,2816,2793,3708,3643,3593,3372,1758,1710,749,1314,1003,1380,276,150,6,4,30072,0,27,2,21490
Johor,P.157 Pengerang,N.39 Tanjung Surat,25215,651,550,2395,1980,3451,3164,2825,2468,1363,1216,1146,1684,1001,818,129,183,86,105,24502,570,143,0,18989
Johor,P.158 Tebrau,N.40 Tiram,107523,5376,5123,15025,14587,11182,10748,9136,9552,7823,7530,3954,3827,1259,1383,304,494,111,109,107438,0,80,5,60686
Johor,P.158 Tebrau,N.41 Puteri Wangsa,115778,5760,5336,15914,14935,11939,11696,10869,11231,8073,7837,3947,4213,1414,1669,333,486,59,67,115565,0,198,15,62347
Johor,P.159 Pasir Gudang,N.42 Johor Jaya,93122,3245,3009,11163,10540,10399,9533,8154,8189,7677,7724,4553,4633,1571,1764,361,490,39,78,91361,1016,727,18,61079
Johor,P.159 Pasir Gudang,N.43 Permas,105363,4436,4377,13905,13061,11645,11125,9351,9480,7954,8002,4502,4254,1256,1374,234,312,49,46,105063,121,171,8,63093
Johor,P.160 Johor Bahru,N.44 Larkin,75978,1747,1698,6659,6152,8083,7554,6712,6274,5986,6211,4930,5775,2658,3157,769,1165,194,254,75358,0,601,19,55858
Johor,P.160 Johor Bahru,N.45 Stulang,60390,1207,1094,4547,4058,6144,5178,5704,5128,5071,4993,4434,5006,2469,3119,773,987,198,280,58988,0,1392,10,45551
Johor,P.161 Pulai,N.46 Perling,102621,3928,3828,11542,10675,10743,9936,10307,10245,7277,6959,4784,5187,2431,2560,680,895,379,265,101527,0,1073,21,62895
Johor,P.161 Pulai,N.47 Kempas,62692,1892,1749,6482,6203,6907,6563,5731,5656,4803,5256,3329,3762,1513,1776,380,527,64,99,62634,0,47,11,43373
Johor,P.162 Iskandar Puteri,N.48 Skudai,103487,3018,2743,10489,10080,10962,10190,9592,9382,8662,8921,6112,6720,2453,2764,507,682,79,131,102787,0,690,10,70928
Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,118950,5575,5304,16636,15648,13011,13061,10403,10859,7773,8182,4274,4207,1438,1624,318,476,64,97,118705,0,225,20,67371
Johor,P.163 Kulai,N.50 Bukit Permai,40348,1987,1878,5273,5059,4054,3951,3605,3747,2807,2707,1514,1729,710,761,183,284,37,62,40343,0,0,5,24275
Johor,P.163 Kulai,N.51 Bukit Batu,46729,1889,1791,5924,5718,4772,4730,4143,4071,3390,3476,1984,1966,969,1032,304,438,57,75,46642,0,82,5,30216
Johor,P.163 Kulai,N.52 Senai,64170,2128,1934,6908,6531,6326,5835,5618,5596,5354,5238,3598,3735,1847,1944,605,758,86,129,63520,48,595,7,44656
Johor,P.164 Pontian,N.53 Benut,28243,818,799,2888,2894,3262,3189,2337,2304,2106,2062,1503,1425,735,1039,287,434,60,101,28229,0,11,3,20894
Johor,P.164 Pontian,N.54 Pulai Sebatang,46969,1362,1271,4782,4620,5246,4906,3936,3826,3425,3524,2706,2818,1347,1782,454,700,108,156,46897,0,69,3,34676
Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,36078,1199,1131,4010,3712,3746,3641,3195,3171,2748,2735,1899,1846,997,1113,324,449,62,100,36051,0,24,3,26608
Johor,P.165 Tanjung Piai,N.56 Kukup,34601,911,890,3501,3187,3806,3550,3028,2772,2788,2536,2191,2111,1048,1236,321,507,86,132,34318,0,280,3,26920
W.P. Labuan,P.166 Labuan,P.166 Labuan,44484,1690,1535,5509,4973,5685,5201,3619,3339,2997,2803,2478,2171,922,830,247,281,115,89,43034,1069,375,6,28356
Sabah,P.167 Kudat,N.01 Banggi,9127,346,371,1128,1131,980,1028,675,629,520,482,401,404,183,231,103,207,132,176,9127,0,0,0,11054
